FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
2301134,05,1,01,2,2,2,1,3,3,2,1,1,2,1,2,1,1,3,1,1,1,3,1,1,1,2,1,2,2,2,2,23,343,0004518,357
2301197,01,1,01,1,1,1,4,4,5,5,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004519,318
2301197,02,1,01,9,9,9,9,5,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004519,1591
2301197,03,1,04,1,1,1,3,3,4,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,23,343,0004519,1418
2301197,04,1,01,1,1,1,1,3,4,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004519,636
2301197,05,1,04,2,2,2,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004519,1273
2301200,01,1,01,2,2,2,2,4,5,4,2,1,3,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004520,1615
2301200,03,1,02,1,2,1,2,2,5,5,1,1,1,5,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,23,343,0004520,1938
2301200,04,1,01,1,1,2,3,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,23,343,0004520,720
2301200,05,1,04,1,1,1,4,4,5,4,2,4,1,5,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004520,1615
2301203,01,1,02,2,2,1,3,4,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,23,343,0004521,1163
2301203,02,1,01,9,9,9,1,4,5,5,3,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004521,388
2301203,03,1,02,2,2,2,2,3,4,2,1,1,3,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,23,343,0004521,1163
2301203,04,1,02,1,1,1,2,3,5,3,1,1,3,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,23,343,0004521,864
2301203,05,1,03,1,1,1,3,3,2,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004521,1296
2301205,01,1,03,9,2,2,3,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004522,1362
2301205,02,1,01,2,2,2,2,4,5,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004522,341
2301205,03,1,04,1,2,9,3,4,4,5,5,2,2,5,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,23,343,0004522,1223
2301205,04,1,01,9,9,9,9,4,5,4,5,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004522,306
2301205,05,1,05,1,1,1,3,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004522,1528
2301216,01,1,02,1,1,9,2,3,4,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,23,343,0004523,839
2301216,02,1,01,1,1,9,3,3,2,3,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,23,343,0004523,467
2301216,03,1,02,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004523,2337
2301216,04,1,04,1,1,2,2,4,1,2,2,4,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,23,343,0004523,2337
2301216,05,1,01,2,2,2,3,2,2,2,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004523,1870
2301242,02,1,01,9,9,9,3,4,5,5,2,1,4,5,3,3,3,3,3,4,4,4,3,4,2,2,2,2,2,2,2,23,343,0004524,328
2301242,03,1,02,1,1,1,4,1,5,2,9,1,2,5,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,23,343,0004524,657
2301242,04,1,04,9,2,1,1,3,3,5,5,3,1,5,1,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,23,343,0004524,1313
2301242,05,1,01,2,1,2,1,4,4,5,3,5,3,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004524,366
2301254,01,1,04,1,1,1,2,3,4,5,5,3,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004525,1778
2301254,02,1,02,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004525,638
2301254,03,1,02,1,1,1,3,3,3,5,1,5,2,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,23,343,0004525,957
2301254,04,1,02,2,1,1,3,3,3,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004525,638
2301254,05,1,01,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004525,1067
2301258,01,1,04,1,1,1,3,2,2,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004526,1530
2301258,02,1,03,1,1,1,3,4,4,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004526,1279
2301258,03,1,01,1,1,2,3,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004526,853
2301258,04,1,02,2,2,2,1,1,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,343,0004526,1279
2301258,05,1,01,1,1,2,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004526,1705
2301260,01,1,04,2,1,2,4,4,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,23,343,0004527,1568
2301260,02,1,03,1,1,1,3,4,5,5,2,1,2,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004527,1055
2301260,03,1,01,1,2,2,2,4,2,5,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004527,784
2301260,04,1,03,1,1,2,2,4,2,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004527,1407
2301289,01,1,01,2,1,2,2,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004528,406
2301289,02,1,01,2,2,2,2,4,4,4,3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004528,813
2301289,03,1,01,1,1,1,3,3,1,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004528,406
2301289,05,1,02,1,1,2,3,3,4,5,5,2,3,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,23,343,0004528,813
2301292,01,1,01,1,1,1,1,1,3,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004529,864
2301292,02,1,03,1,1,1,4,4,5,5,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004529,1164
2301292,03,1,02,2,2,2,2,3,4,1,1,1,4,4,4,4,3,2,1,1,2,3,3,3,2,2,2,2,2,2,2,23,343,0004529,1164
2301292,04,1,02,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,23,343,0004529,776
2301292,05,1,01,2,2,2,4,2,4,5,3,5,4,4,4,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,23,343,0004529,388
2301295,01,1,05,2,2,2,2,4,5,5,4,5,2,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,9,23,343,0004530,1913
2301295,02,1,02,2,2,2,1,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004530,1148
2301295,03,1,01,2,2,2,9,4,4,4,3,5,3,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,23,343,0004530,1279
2301295,04,1,01,2,1,2,1,1,5,1,1,1,3,5,1,3,1,3,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004530,426
2301295,05,1,01,1,2,2,3,2,2,4,3,1,1,4,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,23,343,0004530,1148
2301297,01,1,02,1,1,1,9,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004531,769
2301297,02,1,01,2,2,2,1,4,5,4,3,3,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004531,1285
2301297,03,1,01,2,1,9,2,3,4,4,4,4,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004531,384
2301297,05,1,01,1,1,1,1,1,4,5,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004531,1285
2301298,01,1,01,9,9,9,9,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004532,418
2301298,02,1,02,1,1,2,3,4,5,3,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004532,751
2301298,03,1,03,1,1,1,4,3,4,2,2,1,2,2,2,3,1,3,1,1,3,1,1,1,1,2,2,2,2,2,2,23,343,0004532,1126
2301298,04,1,02,1,1,2,9,4,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004532,1502
2301298,05,1,01,2,2,2,3,4,4,3,5,5,3,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004532,375
2301323,01,1,02,2,1,2,1,4,5,5,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004533,727
2301323,02,1,02,1,1,2,3,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,23,343,0004533,810
2301323,03,1,02,2,2,2,2,4,3,5,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004533,1215
2301323,04,1,02,1,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004533,727
2301323,05,1,02,1,1,1,2,2,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,343,0004533,727
2301338,01,1,02,1,1,1,3,2,2,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,23,343,0004534,2256
2301338,02,1,03,1,1,1,2,3,5,1,1,1,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004534,1012
2301338,03,1,01,1,1,1,3,3,5,3,3,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004534,1350
2301338,04,1,01,2,1,2,2,2,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,23,343,0004534,1504
2301338,05,1,01,2,2,2,3,2,4,2,2,1,3,3,3,3,3,3,1,2,3,1,1,2,2,2,1,2,1,2,2,23,343,0004534,337
2301356,01,1,03,1,1,1,3,3,2,2,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004535,1263
2301356,02,1,03,1,1,1,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004535,2266
2301356,03,1,05,1,1,1,2,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,23,343,0004535,1889
2301356,04,1,02,1,1,2,3,3,4,3,1,3,3,5,2,1,4,1,1,3,1,1,1,1,1,2,2,2,2,2,2,23,343,0004535,755
2301356,05,1,02,2,1,2,2,1,2,3,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004535,1511
2301364,01,1,01,2,2,2,4,5,5,4,4,5,4,5,4,4,3,3,3,2,2,2,1,2,2,2,2,2,2,2,2,23,343,0004536,434
2301364,02,1,01,1,1,2,3,4,3,3,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,23,343,0004536,1301
2301364,03,1,01,2,2,2,3,4,4,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004536,2169
2301364,04,1,02,1,1,1,2,3,2,5,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004536,1735
2301364,05,1,02,1,1,2,2,4,1,5,5,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,23,343,0004536,868
2301389,02,1,01,1,1,1,4,4,5,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,23,344,0004537,357
2301389,04,1,02,1,1,1,2,3,1,5,3,1,1,1,1,2,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,23,344,0004537,796
2301389,05,1,01,1,2,2,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004537,1195
2301402,01,1,05,1,1,1,2,3,3,5,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004538,1853
2301402,02,1,01,2,2,2,1,4,5,5,5,5,3,4,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,2,2,23,344,0004538,344
2301402,03,1,01,2,2,2,1,3,5,5,1,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,344,0004538,1032
2301402,04,1,01,2,1,1,3,3,4,5,5,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,23,344,0004538,309
2301402,05,1,02,1,1,2,3,4,4,5,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004538,926
2301411,01,1,01,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,23,343,0004539,1672
2301411,02,1,02,1,1,1,1,2,4,4,3,1,3,3,2,3,2,2,3,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004539,836
2301411,03,1,01,1,1,2,1,4,3,3,3,1,3,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,23,343,0004539,750
2301411,04,1,03,1,1,1,3,2,1,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004539,1500
2301413,01,1,02,1,1,1,3,4,4,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004540,784
2301413,02,1,01,2,2,2,1,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004540,873
2301413,03,1,01,2,1,2,3,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,343,0004540,437
2301413,04,1,04,1,1,1,3,4,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004540,1568
2301413,05,1,01,2,2,1,3,2,4,3,1,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,343,0004540,784
2301424,01,1,01,1,1,2,2,4,3,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004541,1084
2301424,02,1,01,1,1,2,2,4,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004541,486
2301424,03,1,02,2,2,2,2,4,5,3,3,5,1,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004541,973
2301424,04,1,01,1,1,1,3,2,5,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,9,9,9,9,9,9,23,345,0004541,486
2301424,05,1,01,1,1,2,4,4,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,23,345,0004541,486
2301425,02,1,01,2,2,2,3,4,5,5,3,3,1,5,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004542,549
2301425,04,1,01,1,1,2,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,23,345,0004542,2448
2301425,05,1,01,1,1,2,3,5,4,5,3,1,2,1,5,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,23,345,0004542,612
2301430,02,1,01,9,1,1,3,2,2,3,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,2,23,342,0004543,1598
2301430,03,1,01,2,2,1,1,1,3,3,3,3,1,1,1,1,1,1,3,4,1,1,1,1,1,2,2,2,2,2,2,23,342,0004543,956
2301430,04,1,01,2,2,2,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,342,0004543,1066
2301430,05,1,02,2,2,2,2,1,2,3,2,1,3,3,3,2,3,2,1,1,3,2,2,1,1,2,2,2,2,2,2,23,342,0004543,1598
2301444,01,1,01,2,2,2,2,4,5,4,2,2,1,5,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,23,343,0004544,728
2301444,02,1,03,1,1,1,2,3,2,3,2,1,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,23,343,0004544,1216
2301444,04,1,03,1,1,1,3,3,5,4,3,1,3,5,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,23,343,0004544,1092
2301444,05,1,01,1,1,2,4,4,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004544,405
2301445,01,1,03,1,1,1,2,4,3,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004545,1750
2301445,02,1,02,2,2,2,3,9,9,9,9,9,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004545,1571
2301445,03,1,03,1,1,2,2,3,2,3,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004545,2625
2301445,04,1,03,2,2,2,2,4,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,23,343,0004545,1313
2301474,02,1,01,1,1,1,2,3,5,4,4,4,3,5,1,2,2,1,1,2,2,1,1,1,1,2,2,2,2,2,2,23,344,0004546,337
2301474,04,1,01,2,2,2,2,3,4,4,3,2,3,3,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,344,0004546,674
2301474,05,1,01,1,1,2,3,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,23,344,0004546,751
2301477,01,1,01,2,2,2,3,4,5,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,344,0004547,787
2301477,03,1,01,1,1,1,4,4,1,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004547,353
2301477,04,1,01,9,9,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004547,787
2301477,05,1,02,1,1,1,4,4,4,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004547,706
2301488,01,1,01,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,23,345,0004548,1220
2301488,02,1,03,1,1,1,2,3,4,5,3,1,2,5,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,23,345,0004548,1830
2301488,04,1,01,1,1,1,3,3,3,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004548,547
2301488,05,1,03,2,2,2,9,4,5,5,5,5,3,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,345,0004548,2190
2301511,01,1,02,9,9,9,3,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004549,1047
2301511,02,1,03,1,1,1,2,2,1,2,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004549,2094
2301511,03,1,01,1,1,1,2,2,3,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004549,524
2301511,04,1,05,1,1,1,2,2,1,3,1,1,5,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,345,0004549,2349
2301511,05,1,02,1,1,1,2,2,5,2,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004549,940
2301530,01,1,01,2,2,2,3,3,3,5,1,1,3,3,1,1,1,3,2,1,1,1,1,1,2,2,2,2,2,2,2,23,345,0004550,817
2301530,02,1,01,1,1,1,3,4,2,4,3,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,23,345,0004550,733
2301530,03,1,02,1,1,1,3,3,3,2,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,23,345,0004550,733
2301530,04,1,02,1,9,1,3,3,3,3,5,1,4,3,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,23,345,0004550,817
2301532,01,1,01,2,1,2,2,4,4,5,4,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004551,1229
2301532,02,1,01,2,1,2,1,4,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004551,1229
2301532,03,1,02,2,1,2,3,4,3,5,2,1,1,5,1,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,345,0004551,1655
2301532,04,1,02,2,2,2,1,4,5,5,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004551,1103
2301532,05,1,02,2,2,2,4,4,4,5,3,3,2,2,2,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,23,345,0004551,1103
2301536,01,1,03,1,1,1,2,3,2,4,1,1,2,5,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,23,345,0004552,1475
2301536,02,1,03,1,1,1,3,3,3,4,2,1,2,5,2,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,23,345,0004552,1765
2301536,03,1,01,1,1,1,3,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004552,441
2301536,04,1,01,1,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,23,345,0004552,492
2301536,05,1,01,1,1,1,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004552,492
2301540,01,1,04,2,2,2,1,4,3,5,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004553,1988
2301540,02,1,01,1,1,2,3,3,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004553,886
2301540,03,1,02,2,2,2,9,5,5,5,3,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004553,795
2301540,04,1,03,1,1,1,4,4,2,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004553,1193
2301540,05,1,02,1,1,1,2,1,5,5,5,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,344,0004553,1329
2301550,01,1,01,1,1,2,3,4,4,5,3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004554,1716
2301550,02,1,01,2,2,2,1,3,1,3,1,5,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,345,0004554,1144
2301550,03,1,02,2,2,2,3,3,5,4,3,3,2,5,1,3,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,23,345,0004554,1540
2301550,04,1,01,2,2,2,4,4,4,3,3,5,2,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,23,345,0004554,2288
2301550,05,1,02,2,2,2,9,4,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,345,0004554,2053
2301551,01,1,01,2,2,2,2,3,3,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,23,344,0004555,1310
2301551,02,1,03,2,2,2,1,3,4,5,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004555,1746
2301551,03,1,01,2,1,1,4,5,4,5,5,4,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004555,392
2301551,04,1,14,2,2,2,4,4,3,5,5,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,344,0004555,2183
2301551,05,1,03,1,1,1,3,4,3,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,23,344,0004555,1310
2301571,01,1,01,2,2,2,4,4,2,3,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,23,343,0004556,334
2301571,02,1,01,1,1,2,2,2,2,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004556,1671
2301571,03,1,01,1,1,2,3,1,3,5,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004556,668
2301571,04,1,02,1,2,2,2,4,3,5,1,1,1,1,1,3,3,1,1,1,3,1,1,1,1,2,1,2,1,2,2,23,343,0004556,1002
2301571,05,1,01,2,2,2,1,4,4,4,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004556,668
2301577,02,1,01,1,1,2,1,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,23,343,0004557,2379
2301577,03,1,03,1,1,2,3,4,5,3,2,2,3,5,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,23,343,0004557,1325
2301577,04,1,01,2,2,2,1,3,5,3,3,5,4,5,2,4,4,4,4,4,4,4,2,2,3,2,2,2,2,2,2,23,343,0004557,1982
2301577,05,1,01,1,1,2,1,3,5,1,1,5,4,5,1,2,1,2,3,1,1,3,2,2,2,2,2,2,2,2,2,23,343,0004557,1189
2301581,02,1,01,1,1,2,3,4,3,4,1,3,3,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,23,343,0004558,992
2301581,03,1,01,1,1,2,2,4,5,3,1,5,3,5,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,23,343,0004558,992
